trip_id,trip_date,pickup_hour,vehicle_type,zone,trip_distance_km,trip_duration_min,passenger_count,base_fare,tip_amount,total_fare,payment_type,weather,traffic_level,delay_minutes,is_delayed
TRIP-01274,2024-06-19,2,Bus,Downtown,12.09,64.3,22,11.1,2.23,13.33,Card,Rain,Medium,3.7,0
TRIP-01275,2024-10-22,15,Taxi,Downtown,9.34,24.7,3,44.35,1.12,45.47,Cash,Clear,Medium,9.9,1
TRIP-01276,2024-11-15,22,Taxi,Industrial,5.2,18.2,2,16.13,1.57,17.7,Card,Clear,High,2.4,0
TRIP-01277,2024-01-10,4,Taxi,Downtown,5.05,12.5,2,22.62,1.98,24.6,Cash,Clear,Low,0.3,0
TRIP-01278,2024-10-21,8,Taxi,Suburb,15.9,43.1,2,58.83,1.82,60.65,Cash,Heat,Low,2.1,0
TRIP-01279,2024-10-25,15,RideShare,Industrial,5.98,31.8,1,14.87,1.57,16.44,Card,Rain,Medium,5.2,1
TRIP-01280,2024-08-11,21,Bus,Downtown,5.78,29.9,42,7.2,4.76,11.96,Card,Clear,High,0.0,0
TRIP-01281,2024-04-29,23,Bus,Industrial,9.99,32.4,16,8.71,0.33,9.04,Cash,Heat,Medium,3.6,0
TRIP-01282,2024-07-21,1,Bus,Downtown,10.78,54.2,15,13.82,3.62,17.44,Card,Fog,Medium,8.7,1
TRIP-01283,2024-10-29,20,Bus,Airport,5.92,33.7,12,9.61,2.23,11.85,Card,Clear,High,1.3,0
TRIP-01284,2024-08-24,2,Metro,Downtown,17.68,45.2,3,18.42,1.5,19.93,Cash,Clear,Low,0.3,0
TRIP-01285,2024-04-08,9,RideShare,Industrial,4.26,17.6,2,13.81,2.77,16.58,Mobile,Rain,High,3.2,0
TRIP-01286,2024-05-29,11,RideShare,Suburb,18.31,49.2,2,60.06,3.98,64.04,Card,Rain,Low,2.4,0
TRIP-01287,2024-12-09,2,Bus,Suburb,20.74,64.9,29,21.97,1.23,23.2,Mobile,Clear,Medium,1.3,0
TRIP-01288,2024-05-19,19,Taxi,Coastal,7.69,17.5,1,34.43,2.89,37.33,Mobile,Clear,Medium,6.8,1
TRIP-01289,2024-04-05,1,Bus,Airport,16.26,49.0,14,24.47,4.26,28.74,Card,Clear,Low,0.7,0
TRIP-01290,2024-07-24,17,Bus,Coastal,20.65,56.2,6,23.6,3.68,27.28,Card,Clear,Medium,3.4,0
TRIP-01291,2024-10-26,14,Bus,Industrial,17.54,99.3,34,16.78,2.45,19.23,Mobile,Clear,High,0.9,0
TRIP-01292,2024-01-21,5,Metro,Coastal,19.58,59.8,4,19.28,4.08,23.36,Card,Clear,Medium,1.5,0
TRIP-01293,2024-10-26,16,Bus,Coastal,24.37,85.4,12,28.88,0.39,29.27,Cash,Clear,Low,0.0,0
TRIP-01294,2024-11-26,9,Taxi,Coastal,3.66,15.1,3,15.88,4.23,20.11,Card,Rain,Low,9.1,1
TRIP-01295,2024-09-16,11,Taxi,Downtown,10.79,46.1,3,53.03,4.54,57.57,Card,Clear,Medium,1.4,0
TRIP-01296,2024-07-29,14,Bus,Industrial,14.79,50.8,20,16.13,3.82,19.94,Mobile,Clear,Medium,0.5,0
TRIP-01297,2024-12-05,10,Taxi,Industrial,10.94,35.4,1,37.83,4.57,42.4,Card,Clear,Medium,1.7,0
TRIP-01298,2024-07-25,7,Taxi,Suburb,3.36,9.1,3,12.68,1.8,14.48,Mobile,Heat,Low,2.1,0
TRIP-01299,2024-04-15,0,Metro,Downtown,4.56,10.1,2,6.93,1.93,8.86,Card,Clear,Medium,3.5,0
TRIP-01300,2024-06-03,3,Bus,Coastal,21.91,57.2,35,23.98,4.45,28.43,Card,Clear,Medium,1.0,0
TRIP-01301,2024-12-21,12,Taxi,Downtown,11.51,28.8,3,51.31,0.27,51.58,Card,Clear,Low,3.0,0
TRIP-01302,2024-11-14,10,Bus,Suburb,3.4,15.3,18,7.38,3.39,10.77,Mobile,Rain,Medium,6.0,1
TRIP-01303,2024-06-16,5,Metro,Suburb,8.9,37.9,3,6.48,0.46,6.94,Mobile,Clear,Medium,6.2,1
TRIP-01304,2024-02-02,11,Taxi,Downtown,5.49,25.1,1,22.33,3.28,25.61,Mobile,Clear,High,1.9,0
TRIP-01305,2024-07-20,21,RideShare,Industrial,5.97,27.2,1,17.04,0.54,17.58,Mobile,Heat,Medium,3.9,0
TRIP-01306,2024-07-12,5,RideShare,Downtown,21.91,75.0,3,86.11,3.12,89.23,Card,Fog,Low,5.5,1
TRIP-01307,2024-11-29,8,Bus,Suburb,8.38,44.1,30,9.51,4.47,13.98,Card,Clear,High,7.7,1
TRIP-01308,2024-04-27,8,Metro,Industrial,8.95,29.4,4,6.89,1.31,8.2,Mobile,Clear,Low,1.2,0
TRIP-01309,2024-09-26,15,Taxi,Airport,4.58,16.8,1,23.87,0.73,24.6,Cash,Heat,High,0.8,0
TRIP-01310,2024-03-23,3,RideShare,Industrial,7.81,27.9,2,19.48,1.17,20.65,Card,Heat,Medium,9.8,1
TRIP-01311,2024-03-21,19,Bus,Downtown,21.17,120.0,13,26.35,0.81,27.16,Card,Rain,High,8.6,1
TRIP-01312,2024-10-28,12,RideShare,Industrial,5.49,23.0,1,16.87,4.34,21.22,Card,Fog,High,6.5,1
TRIP-01313,2024-08-18,0,Bus,Coastal,22.51,103.8,28,27.8,2.96,30.76,Card,Heat,High,2.7,0
TRIP-01314,2024-10-01,19,Taxi,Downtown,5.47,15.8,1,24.32,1.43,25.74,Cash,Heat,Low,3.9,0
TRIP-01315,2024-11-08,5,Taxi,Suburb,5.36,29.9,2,19.84,0.55,20.39,Cash,Clear,High,1.2,0
TRIP-01316,2024-09-04,5,Metro,Suburb,9.71,23.5,5,7.05,3.24,10.29,Card,Heat,Medium,2.1,0
TRIP-01317,2024-08-24,0,Bus,Suburb,12.28,47.7,37,11.23,4.49,15.71,Card,Rain,Medium,2.5,0
TRIP-01318,2024-03-02,21,Taxi,Industrial,8.34,27.7,2,30.35,0.17,30.52,Cash,Rain,Medium,5.2,1
TRIP-01319,2024-09-16,21,Metro,Suburb,14.46,43.0,4,11.01,0.94,11.95,Card,Clear,Medium,3.1,0
TRIP-01320,2024-09-17,2,RideShare,Suburb,5.41,23.8,2,14.99,3.6,18.59,Card,Clear,High,3.8,0
TRIP-01321,2024-01-31,19,Bus,Downtown,14.52,69.6,13,19.52,2.01,21.53,Card,Fog,High,8.0,1
TRIP-01322,2024-05-03,23,Bus,Airport,20.28,85.7,42,30.43,3.57,34.0,Card,Rain,Medium,8.1,1
TRIP-01323,2024-07-10,23,Taxi,Coastal,4.28,12.6,3,19.87,1.0,20.86,Card,Clear,Medium,5.5,1
TRIP-01324,2024-08-18,23,Metro,Downtown,9.01,42.8,4,10.88,1.72,12.6,Mobile,Rain,Low,8.4,1
TRIP-01325,2024-05-11,13,Taxi,Suburb,12.78,43.0,1,47.98,1.99,49.98,Cash,Clear,Medium,0.0,0
TRIP-01326,2024-07-12,13,RideShare,Downtown,11.31,39.8,3,44.49,2.09,46.58,Card,Clear,High,2.9,0
TRIP-01327,2024-06-08,3,Bus,Industrial,10.75,36.5,11,8.42,4.53,12.95,Card,Rain,Medium,8.6,1
TRIP-01328,2024-04-13,16,Bus,Suburb,15.17,100.7,6,16.3,1.7,18.0,Cash,Rain,High,22.1,1
TRIP-01329,2024-08-30,8,Taxi,Airport,6.52,16.2,2,34.64,3.88,38.52,Mobile,Clear,Medium,6.5,1
TRIP-01330,2024-05-30,18,Taxi,Downtown,10.5,33.5,3,48.82,0.83,49.65,Mobile,Clear,Medium,5.7,1
TRIP-01331,2024-11-07,11,Metro,Airport,11.51,53.7,1,14.76,1.2,15.96,Card,Clear,Medium,1.1,0
TRIP-01332,2024-05-27,4,Bus,Coastal,11.43,26.1,8,11.22,1.8,13.02,Mobile,Rain,Low,7.0,1
TRIP-01333,2024-09-10,11,Bus,Suburb,19.58,120.0,14,21.23,2.89,24.12,Card,Heat,High,10.2,1
TRIP-01334,2024-07-06,7,RideShare,Suburb,12.56,63.7,3,37.7,4.32,42.02,Card,Fog,High,10.2,1
TRIP-01335,2024-03-27,0,RideShare,Industrial,6.61,28.2,1,18.24,0.64,18.88,Cash,Rain,High,3.6,0
TRIP-01336,2024-10-24,7,RideShare,Airport,12.55,73.6,1,60.92,1.62,62.54,Cash,Clear,High,1.0,0
TRIP-01337,2024-05-19,19,Taxi,Airport,17.33,59.3,3,99.34,3.37,102.71,Card,Clear,Medium,1.6,0
TRIP-01338,2024-06-26,7,Bus,Airport,25.59,66.5,30,35.95,4.29,40.24,Card,Heat,Medium,3.4,0
TRIP-01339,2024-07-27,15,RideShare,Downtown,4.54,24.1,1,19.08,2.24,21.32,Card,Clear,High,1.3,0
TRIP-01340,2024-12-09,7,Bus,Industrial,11.2,42.6,40,11.7,0.71,12.41,Card,Clear,Low,7.6,1
TRIP-01341,2024-02-09,5,Taxi,Coastal,14.84,67.6,3,64.85,4.31,69.16,Card,Clear,High,7.8,1
TRIP-01342,2024-06-12,16,RideShare,Coastal,9.36,39.3,1,35.58,1.92,37.5,Cash,Rain,Low,6.7,1
TRIP-01343,2024-05-26,8,Bus,Coastal,11.32,37.9,22,14.83,2.73,17.56,Card,Clear,High,0.9,0
TRIP-01344,2024-10-24,9,Bus,Suburb,28.23,64.4,32,30.23,0.12,30.35,Cash,Clear,Medium,1.8,0
TRIP-01345,2024-06-28,11,RideShare,Downtown,17.48,75.1,3,68.43,0.38,68.82,Card,Rain,High,8.5,1
TRIP-01346,2024-06-05,7,Metro,Suburb,22.19,105.4,5,16.72,1.1,17.82,Card,Clear,Medium,1.6,0
TRIP-01347,2024-05-27,16,Bus,Coastal,11.4,30.3,34,12.93,4.77,17.7,Card,Clear,Medium,0.7,0
TRIP-01348,2024-07-30,17,Bus,Industrial,24.16,120.0,29,20.96,1.92,22.88,Cash,Fog,High,7.2,1
TRIP-01349,2024-01-11,2,Bus,Suburb,15.4,48.1,10,17.12,2.55,19.67,Card,Heat,Medium,1.4,0
TRIP-01350,2024-04-20,19,Taxi,Suburb,7.91,24.8,2,30.65,1.42,32.06,Mobile,Clear,Low,1.6,0
TRIP-01351,2024-01-19,17,Metro,Industrial,7.03,25.5,3,5.37,0.5,5.87,Cash,Clear,Low,1.1,0
TRIP-01352,2024-12-12,3,RideShare,Coastal,1.99,5.3,3,9.19,4.92,14.11,Card,Clear,Medium,0.5,0
TRIP-01353,2024-10-31,2,Taxi,Industrial,12.74,34.6,2,46.64,0.61,47.25,Cash,Clear,Medium,1.1,0
TRIP-01354,2024-06-08,11,Taxi,Airport,10.8,32.4,2,62.71,1.28,64.0,Cash,Heat,Medium,2.5,0
TRIP-01355,2024-05-14,20,RideShare,Downtown,18.92,67.4,3,75.76,4.8,80.56,Card,Rain,Low,4.7,0
TRIP-01356,2024-03-30,7,Taxi,Suburb,11.27,31.4,3,44.72,1.43,46.15,Cash,Clear,Low,2.5,0
TRIP-01357,2024-10-24,11,Bus,Airport,5.31,20.8,44,5.82,3.27,9.09,Card,Fog,High,10.7,1
TRIP-01358,2024-07-28,13,Bus,Coastal,12.96,37.5,13,15.75,2.06,17.81,Mobile,Clear,Medium,1.7,0
TRIP-01359,2024-12-29,6,Metro,Suburb,5.76,22.6,3,7.02,0.35,7.37,Card,Clear,Low,3.8,0
TRIP-01360,2024-09-02,10,Taxi,Suburb,6.02,20.2,1,22.29,0.24,22.53,Cash,Heat,Low,8.4,1
TRIP-01361,2024-01-31,4,Metro,Airport,9.08,38.1,2,10.17,2.19,12.36,Mobile,Clear,Low,4.5,0
TRIP-01362,2024-09-30,13,Bus,Suburb,24.09,95.0,7,23.29,0.76,24.05,Card,Clear,High,1.3,0
TRIP-01363,2024-02-06,7,Metro,Suburb,13.58,41.1,1,11.0,1.43,12.43,Mobile,Heat,Medium,3.7,0
TRIP-01364,2024-02-09,18,Taxi,Downtown,2.82,9.3,3,14.63,4.06,18.69,Card,Clear,Medium,0.6,0
TRIP-01365,2024-05-05,8,Bus,Coastal,4.67,11.2,33,5.4,4.85,10.25,Card,Clear,Medium,2.1,0
TRIP-01366,2024-02-23,9,Bus,Airport,18.88,77.0,23,29.73,1.9,31.63,Mobile,Clear,High,3.0,0
TRIP-01367,2024-07-28,11,Taxi,Airport,8.66,27.2,1,49.84,1.19,51.03,Cash,Clear,Medium,1.9,0
TRIP-01368,2024-04-07,11,Taxi,Downtown,2.82,10.8,1,14.44,3.74,18.18,Mobile,Clear,Medium,0.4,0
TRIP-01369,2024-04-10,9,Taxi,Suburb,8.02,20.6,1,30.38,4.69,35.06,Card,Clear,Medium,4.1,0
TRIP-01370,2024-07-12,7,Taxi,Industrial,1.55,9.4,1,5.17,2.11,7.28,Mobile,Clear,High,5.5,1
TRIP-01371,2024-02-12,8,Taxi,Coastal,4.52,20.2,1,17.94,0.62,18.56,Cash,Clear,Medium,1.2,0
TRIP-01372,2024-05-23,2,RideShare,Downtown,3.02,12.4,1,8.33,4.62,12.95,Card,Rain,Medium,8.3,1
TRIP-01373,2024-10-18,19,Bus,Coastal,8.94,41.7,28,9.73,0.88,10.61,Cash,Heat,High,1.5,0
TRIP-01374,2024-12-26,5,RideShare,Industrial,9.89,41.1,2,26.47,0.09,26.57,Mobile,Rain,Low,4.4,0
TRIP-01375,2024-09-02,1,RideShare,Downtown,15.66,49.2,1,61.86,0.47,62.33,Cash,Rain,Medium,4.5,0
TRIP-01376,2024-12-04,5,Taxi,Downtown,12.45,54.8,1,58.52,1.89,60.41,Cash,Fog,Medium,4.8,0
TRIP-01377,2024-12-29,18,Metro,Downtown,4.26,16.9,4,4.25,1.02,5.27,Mobile,Clear,High,1.8,0
TRIP-01378,2024-02-16,11,RideShare,Coastal,13.63,56.4,2,47.3,0.09,47.39,Card,Clear,Low,0.1,0
TRIP-01379,2024-01-08,15,Metro,Downtown,10.01,34.5,5,9.27,0.89,10.16,Card,Clear,Medium,2.0,0
TRIP-01380,2024-01-13,15,Bus,Suburb,11.38,54.0,36,12.05,0.27,12.32,Card,Clear,High,2.6,0
TRIP-01381,2024-10-13,1,Bus,Industrial,15.01,65.9,18,15.91,0.53,16.43,Card,Heat,Medium,0.7,0
TRIP-01382,2024-10-16,9,Taxi,Coastal,6.81,28.9,3,30.79,0.53,31.32,Cash,Clear,Medium,2.8,0
TRIP-01383,2024-06-19,0,Bus,Suburb,12.31,32.7,24,12.14,4.54,16.69,Card,Heat,Low,0.3,0
TRIP-01384,2024-10-03,10,RideShare,Industrial,9.03,30.8,3,28.3,1.04,29.35,Card,Clear,Low,5.8,1
TRIP-01385,2024-04-29,2,RideShare,Downtown,10.14,45.1,2,42.87,4.95,47.82,Card,Clear,Medium,1.1,0
TRIP-01386,2024-09-25,12,Taxi,Coastal,10.16,29.9,1,44.82,4.51,49.33,Card,Clear,Low,2.5,0
TRIP-01387,2024-11-05,14,Metro,Downtown,13.33,44.8,3,10.93,0.75,11.68,Cash,Clear,High,1.5,0
TRIP-01388,2024-10-17,7,Taxi,Downtown,6.35,28.3,1,28.61,0.37,28.98,Card,Clear,Medium,1.2,0
TRIP-01389,2024-05-05,20,RideShare,Coastal,7.69,54.1,1,27.92,1.42,29.34,Cash,Rain,High,1.5,0
TRIP-01390,2024-10-21,19,Taxi,Downtown,4.96,11.6,1,21.15,3.74,24.89,Card,Clear,Low,0.2,0
TRIP-01391,2024-07-08,7,RideShare,Downtown,7.03,23.3,3,26.75,1.61,28.36,Card,Fog,Medium,5.3,1
TRIP-01392,2024-06-05,11,RideShare,Suburb,13.84,55.4,3,48.96,1.36,50.31,Card,Heat,High,15.1,1
TRIP-01393,2024-09-28,3,Taxi,Airport,6.19,24.3,2,33.53,4.43,37.95,Card,Clear,Low,0.9,0
TRIP-01394,2024-05-01,10,Taxi,Downtown,7.3,32.3,2,32.92,3.91,36.83,Card,Heat,Low,4.4,0
TRIP-01395,2024-01-08,12,RideShare,Suburb,9.15,29.5,3,33.81,2.3,36.11,Mobile,Clear,Medium,1.8,0
TRIP-01396,2024-12-04,13,Taxi,Industrial,5.77,24.0,1,21.41,1.05,22.46,Card,Clear,Low,0.1,0
TRIP-01397,2024-06-14,1,Bus,Industrial,9.9,20.1,33,9.72,0.68,10.41,Mobile,Clear,Low,1.4,0
TRIP-01398,2024-10-30,8,RideShare,Downtown,14.08,52.3,2,56.5,4.34,60.84,Card,Rain,Medium,2.6,0
TRIP-01399,2024-11-17,5,Bus,Suburb,7.58,25.6,25,7.74,1.23,8.96,Cash,Clear,High,0.4,0
TRIP-01400,2024-02-01,2,Bus,Industrial,14.07,69.3,8,12.4,0.77,13.18,Mobile,Rain,Low,7.3,1
TRIP-01401,2024-06-03,16,Bus,Downtown,23.69,67.4,15,29.09,1.03,30.13,Mobile,Heat,Medium,0.7,0
TRIP-01402,2024-05-09,10,Taxi,Downtown,6.93,32.1,3,32.78,3.26,36.04,Card,Clear,Medium,0.1,0
TRIP-01403,2024-04-22,6,RideShare,Downtown,14.24,72.1,3,53.78,1.62,55.4,Cash,Fog,Medium,8.2,1
TRIP-01404,2024-01-02,19,Taxi,Suburb,6.5,33.8,2,23.82,0.87,24.69,Cash,Rain,Medium,11.1,1
TRIP-01405,2024-05-30,13,Taxi,Downtown,11.74,37.2,2,51.62,1.5,53.12,Card,Clear,Low,2.2,0
TRIP-01406,2024-04-27,23,Taxi,Industrial,10.38,33.0,1,35.64,3.22,38.85,Card,Clear,Low,5.7,1
TRIP-01407,2024-04-25,21,RideShare,Coastal,4.69,12.1,1,18.44,2.45,20.89,Card,Clear,Medium,5.5,1
TRIP-01408,2024-09-13,19,Taxi,Downtown,13.73,46.8,3,62.74,4.78,67.52,Card,Clear,High,4.8,0
TRIP-01409,2024-12-21,13,RideShare,Suburb,7.39,34.7,1,23.52,0.67,24.19,Card,Fog,Medium,13.3,1
TRIP-01410,2024-04-02,6,Metro,Downtown,24.94,72.7,5,20.55,1.29,21.83,Cash,Clear,Medium,0.5,0
TRIP-01411,2024-10-25,17,RideShare,Downtown,4.54,21.1,2,15.91,1.79,17.7,Cash,Clear,High,16.7,1
TRIP-01412,2024-02-12,5,RideShare,Industrial,10.92,44.6,1,31.61,1.07,32.68,Cash,Fog,High,6.6,1
TRIP-01413,2024-12-05,21,RideShare,Airport,7.92,45.9,3,35.86,1.11,36.97,Mobile,Rain,High,19.4,1
TRIP-01414,2024-02-25,20,RideShare,Coastal,9.57,24.1,2,36.4,1.3,37.7,Card,Heat,Medium,0.8,0
TRIP-01415,2024-09-04,23,Taxi,Suburb,6.05,21.7,1,22.94,1.33,24.27,Mobile,Clear,High,4.6,0
TRIP-01416,2024-02-16,16,Metro,Downtown,14.42,42.8,2,15.48,0.62,16.1,Card,Rain,Medium,3.8,0
TRIP-01417,2024-03-28,3,Bus,Airport,18.4,47.1,8,29.23,1.98,31.21,Mobile,Clear,Medium,5.3,1
TRIP-01418,2024-04-24,16,Bus,Downtown,22.33,120.0,23,29.08,2.05,31.13,Card,Rain,High,5.2,1
TRIP-01419,2024-03-12,4,RideShare,Coastal,12.54,28.8,2,47.92,1.79,49.71,Mobile,Clear,Medium,7.0,1
TRIP-01420,2024-08-10,5,RideShare,Suburb,5.85,31.2,3,19.24,3.45,22.7,Mobile,Clear,High,3.9,0
TRIP-01421,2024-06-23,3,Metro,Airport,14.36,80.4,2,17.87,0.03,17.9,Card,Heat,High,6.9,1
TRIP-01422,2024-01-03,6,Bus,Suburb,25.82,80.7,37,24.05,1.85,25.89,Cash,Rain,Medium,7.4,1
TRIP-01423,2024-10-31,13,Bus,Suburb,7.09,25.2,26,7.43,1.51,8.94,Card,Rain,Low,4.6,0
TRIP-01424,2024-10-16,12,Bus,Industrial,6.66,23.9,5,5.45,0.26,5.71,Cash,Clear,High,6.8,1
TRIP-01425,2024-06-29,9,Bus,Downtown,14.56,49.8,44,15.77,0.39,16.16,Cash,Rain,Medium,4.9,0
TRIP-01426,2024-01-14,7,Bus,Downtown,10.68,45.1,31,10.22,1.42,11.64,Card,Clear,Medium,2.8,0
TRIP-01427,2024-03-24,15,Taxi,Downtown,14.3,45.3,3,62.42,2.28,64.7,Mobile,Clear,Low,3.0,0
TRIP-01428,2024-11-18,8,Taxi,Airport,7.29,46.4,1,40.96,0.83,41.79,Cash,Clear,High,1.2,0
TRIP-01429,2024-03-14,0,Metro,Suburb,12.99,81.4,3,9.5,1.99,11.49,Cash,Clear,High,7.6,1
TRIP-01430,2024-11-21,23,Bus,Downtown,5.16,12.8,42,5.12,0.21,5.33,Mobile,Clear,Low,0.0,0
TRIP-01431,2024-01-13,5,RideShare,Airport,4.52,23.4,1,20.22,1.5,21.73,Cash,Fog,Medium,5.7,1
TRIP-01432,2024-05-30,9,Metro,Airport,11.5,48.0,3,13.13,1.23,14.36,Cash,Clear,High,1.9,0
TRIP-01433,2024-04-23,4,Taxi,Downtown,13.65,47.1,2,61.42,4.1,65.52,Card,Fog,Low,8.5,1
TRIP-01434,2024-05-28,20,Taxi,Coastal,6.85,24.3,2,30.35,1.4,31.76,Mobile,Heat,Low,0.6,0
TRIP-01435,2024-07-15,18,Taxi,Suburb,23.77,83.5,1,90.97,2.31,93.28,Card,Clear,Medium,2.5,0
TRIP-01436,2024-05-14,19,RideShare,Airport,14.94,107.4,1,71.87,3.11,74.98,Card,Rain,High,5.7,1
TRIP-01437,2024-02-03,13,Taxi,Suburb,3.97,18.1,3,16.63,3.97,20.6,Card,Clear,Medium,4.4,0
TRIP-01438,2024-06-01,12,Bus,Airport,12.67,40.3,22,17.65,4.83,22.48,Card,Heat,Low,0.1,0
TRIP-01439,2024-09-20,7,RideShare,Coastal,11.71,45.9,2,41.38,2.22,43.6,Mobile,Clear,Low,1.2,0
TRIP-01440,2024-04-02,22,RideShare,Suburb,12.89,59.0,3,43.81,3.85,47.66,Mobile,Clear,Medium,0.3,0
TRIP-01441,2024-11-05,18,Taxi,Suburb,11.34,41.7,3,39.8,2.2,42.0,Card,Clear,Low,3.6,0
TRIP-01442,2024-08-13,9,Taxi,Coastal,8.42,35.5,2,36.3,1.97,38.27,Card,Heat,Medium,6.8,1
TRIP-01443,2024-07-01,4,Taxi,Industrial,4.42,14.6,3,16.96,0.01,16.96,Card,Clear,Low,2.8,0
TRIP-01444,2024-10-21,10,Taxi,Industrial,3.53,22.9,1,14.47,0.63,15.1,Cash,Fog,High,3.1,0
TRIP-01445,2024-10-19,0,Taxi,Downtown,3.8,9.8,1,17.3,3.09,20.39,Card,Clear,Medium,4.2,0
TRIP-01446,2024-03-20,4,Bus,Downtown,8.52,36.2,13,9.45,0.75,10.2,Cash,Rain,High,17.7,1
TRIP-01447,2024-11-10,8,RideShare,Suburb,8.96,25.5,3,32.19,0.88,33.07,Mobile,Clear,Low,3.4,0
TRIP-01448,2024-06-23,14,Bus,Suburb,11.4,53.0,23,12.66,1.17,13.83,Card,Clear,Medium,5.0,0
TRIP-01449,2024-03-31,1,Metro,Suburb,12.16,48.9,5,11.46,3.52,14.98,Card,Clear,High,0.2,0
TRIP-01450,2024-10-28,6,Taxi,Industrial,4.04,10.2,3,15.13,2.3,17.43,Card,Clear,Medium,0.9,0
TRIP-01451,2024-06-09,6,RideShare,Downtown,11.03,40.6,3,44.6,1.95,46.55,Mobile,Fog,Low,9.7,1
TRIP-01452,2024-05-21,10,Metro,Downtown,15.39,49.1,5,15.62,2.57,18.19,Mobile,Rain,Low,5.2,1
TRIP-01453,2024-04-25,3,RideShare,Suburb,6.1,29.1,3,19.57,1.34,20.92,Card,Clear,Medium,1.0,0
TRIP-01454,2024-05-25,20,RideShare,Downtown,13.86,44.4,3,52.1,1.5,53.6,Cash,Clear,Medium,5.9,1
TRIP-01455,2024-06-30,15,Taxi,Suburb,4.03,19.9,3,13.23,2.44,15.67,Card,Clear,High,1.3,0
TRIP-01456,2024-08-19,18,Taxi,Industrial,7.89,57.7,3,29.2,0.84,30.03,Cash,Rain,High,20.9,1
TRIP-01457,2024-11-02,22,Taxi,Suburb,8.01,43.4,3,32.08,1.96,34.04,Card,Fog,Medium,7.1,1
TRIP-01458,2024-05-24,2,Bus,Industrial,10.79,69.5,36,10.36,1.01,11.37,Cash,Heat,High,5.3,1
TRIP-01459,2024-07-18,5,RideShare,Suburb,4.88,21.8,1,14.16,2.51,16.66,Mobile,Heat,Medium,0.8,0
TRIP-01460,2024-10-04,18,Bus,Industrial,19.05,53.9,21,18.11,1.07,19.18,Cash,Clear,Low,0.1,0
TRIP-01461,2024-05-10,13,Metro,Downtown,8.26,31.3,4,8.75,0.25,9.0,Card,Clear,Low,0.0,0
TRIP-01462,2024-10-18,15,Bus,Industrial,14.4,76.7,7,10.61,1.48,12.09,Card,Heat,High,0.1,0
TRIP-01463,2024-04-16,23,Taxi,Industrial,2.02,6.4,2,9.46,4.15,13.61,Card,Clear,Medium,1.9,0
TRIP-01464,2024-03-29,17,Taxi,Downtown,10.55,51.0,3,50.03,2.48,52.51,Card,Clear,High,21.9,1
TRIP-01465,2024-04-16,1,Metro,Suburb,9.71,38.9,4,6.27,3.33,9.6,Mobile,Clear,Low,1.9,0
TRIP-01466,2024-10-17,0,Metro,Coastal,11.9,30.5,2,11.12,1.83,12.95,Card,Fog,Low,4.9,0
TRIP-01467,2024-09-03,0,Bus,Downtown,21.5,120.0,14,25.51,0.29,25.79,Card,Rain,High,6.0,1
TRIP-01468,2024-04-07,14,Taxi,Industrial,6.47,37.1,1,25.04,2.8,27.85,Card,Heat,High,5.0,0
TRIP-01469,2024-08-07,10,Metro,Coastal,14.22,58.5,4,12.58,1.78,14.37,Mobile,Clear,High,4.1,0
TRIP-01470,2024-07-12,2,Taxi,Coastal,6.53,19.1,2,27.01,3.8,30.81,Mobile,Clear,Low,1.3,0
TRIP-01471,2024-08-15,2,RideShare,Airport,6.81,22.6,2,32.92,1.98,34.89,Card,Clear,Medium,0.9,0
TRIP-01472,2024-10-23,16,Taxi,Suburb,7.67,30.6,1,27.4,2.54,29.95,Card,Fog,Medium,8.5,1
TRIP-01473,2024-04-17,2,Taxi,Coastal,5.85,17.8,2,27.24,0.24,27.48,Cash,Clear,High,6.5,1
TRIP-01474,2024-11-26,1,Bus,Suburb,8.75,22.1,18,8.52,0.85,9.36,Cash,Heat,Low,0.7,0
TRIP-01475,2024-11-18,5,Bus,Downtown,7.34,24.5,7,7.09,1.42,8.51,Cash,Clear,Medium,1.8,0
TRIP-01476,2024-07-30,2,Bus,Downtown,12.2,32.1,41,13.65,0.71,14.36,Cash,Fog,Low,8.6,1
TRIP-01477,2024-10-24,23,Bus,Industrial,17.36,53.4,31,15.52,1.33,16.84,Cash,Fog,Medium,6.1,1
TRIP-01478,2024-02-08,3,RideShare,Airport,4.45,18.5,2,21.12,1.81,22.93,Mobile,Clear,Low,2.2,0
TRIP-01479,2024-07-01,21,Bus,Downtown,12.68,72.3,19,12.87,3.87,16.74,Mobile,Rain,High,4.1,0
TRIP-01480,2024-08-13,14,Bus,Airport,30.85,120.0,28,44.05,2.13,46.18,Mobile,Clear,Low,1.5,0
TRIP-01481,2024-02-27,22,Bus,Industrial,15.35,71.6,22,14.73,3.87,18.6,Card,Fog,Medium,5.0,0
TRIP-01482,2024-09-08,11,Taxi,Suburb,2.77,14.1,1,12.38,1.92,14.3,Card,Fog,High,5.5,1
TRIP-01483,2024-02-21,9,Bus,Coastal,13.24,59.0,21,14.49,0.98,15.47,Cash,Rain,Low,3.9,0
TRIP-01484,2024-11-01,14,Taxi,Industrial,7.06,23.5,2,25.3,2.79,28.1,Card,Clear,Low,1.5,0
TRIP-01485,2024-11-18,2,Metro,Coastal,20.45,76.6,3,22.8,3.08,25.88,Card,Heat,Medium,0.7,0
TRIP-01486,2024-01-05,8,Taxi,Coastal,2.69,6.9,3,12.2,0.09,12.29,Card,Heat,Medium,1.0,0
